rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,7,12,9,28,1.9285714285714286,0.14482767929281476,518,This saddest part is he's going in the wrong direction.
2,7,11,11,29,1.8620689655172413,0.14658794104794592,518,Mrs. Freeley buried his Scotch again.
3,9,6,13,28,1.8571428571428572,0.16835875742536846,518,Let's live with Mom.
4,8,7,12,27,1.8518518518518519,0.16627050098478488,518,He needs to start drinking outside the box.
5,7,9,12,28,1.8214285714285714,0.15476190476190477,518,Dad takes his telling of the Passover story very seriously.
6,6,9,11,26,1.8076923076923077,0.15708136812817025,518,Apparently he can't even think in the box.
7,4,14,10,28,1.7857142857142858,0.12968360824101738,518,I thought he was taking us out for a little dessert.
8,7,7,13,27,1.7777777777777777,0.16306653015674286,518,"Let it go, Dad—it’s just a quarter."
9,5,12,12,29,1.7586206896551724,0.13731389029326457,518,I switched his pot with catnip.
9,5,12,12,29,1.7586206896551724,0.13731389029326457,518,Does not play well with others.
9,2,18,9,29,1.7586206896551724,0.10707913851864116,518,"Of all the sandboxes, on all the roofs, in all the world, he crawls into mine."
12,8,5,15,28,1.75,0.16765579503394926,518,I told you they were too big to have come from a cat.
13,5,10,12,27,1.7407407407407407,0.14707589172809468,518,I like his chances of being rescued.
14,5,11,13,29,1.7241379310344827,0.13946194745706467,518,My dad has bigger hangovers than your dad.
15,6,8,14,28,1.7142857142857142,0.15307382160306277,518,Your cat looks sick.
16,8,3,16,27,1.7037037037037037,0.17553187237321213,518,Isn't this the same guy who got shipwrecked in our wading pool?
17,5,8,13,26,1.6923076923076923,0.1546134710941675,518,Well - looks like at least one child was left behind.
18,6,8,15,29,1.6896551724137931,0.1497407305770509,518,It's the last of the Republican front runners.
18,7,6,16,29,1.6896551724137931,0.1577508813951322,518,I think he’s looking for his marbles.
18,8,4,17,29,1.6896551724137931,0.1653735008038869,518,He thinks he's Lawrence of Suburbia.
21,3,13,12,28,1.6785714285714286,0.12654935491350774,518,I don'know. He came with the sand.
21,6,7,15,28,1.6785714285714286,0.15476190476190477,518,I just hope I outgrow this quicker than he has.
21,4,11,13,28,1.6785714285714286,0.1366024958576072,518,He said he was looking for his childhood...
21,4,11,13,28,1.6785714285714286,0.1366024958576072,518,He's searching for a grain of truth.
21,5,9,14,28,1.6785714285714286,0.14596487426785335,518,We're going to need a bigger shovel.
21,5,9,14,28,1.6785714285714286,0.14596487426785335,518,"Go get a couple of bottles of water, I sense profit."
27,4,8,12,24,1.6666666666666667,0.15541746804005227,518,But what if it's not a metaphor?
27,5,8,14,27,1.6666666666666667,0.15097027121927944,518,There must be a grain of truth in here.
27,5,8,14,27,1.6666666666666667,0.15097027121927944,518,"Boy, he sure looks different from his playdate.com profile."
30,5,9,15,29,1.6551724137931034,0.14277218469152156,518,Should we tell him we already found his car keys?
30,7,5,17,29,1.6551724137931034,0.15909118484684867,518,It doesn't look like we'll have to wait much longer.
32,4,9,13,26,1.6538461538461537,0.14615384615384616,518,He said he lost his keys in there but I think he's lost his marbles
33,5,8,15,28,1.6428571428571428,0.14741409223021198,518,"Mr. Johnson works hard, and he plays hard."
33,5,8,15,28,1.6428571428571428,0.14741409223021198,518,Don't even bother. He insists it's all a mirage
33,4,10,14,28,1.6428571428571428,0.13814996178991437,518,I guess it wasn't cats peeing in the sandbox after all.
33,4,10,14,28,1.6428571428571428,0.13814996178991437,518,"Are we in his mirage, or is he in our sandbox?"
37,5,7,15,27,1.6296296296296295,0.15236173170508188,518,He's cut his time almost in half since last week.
37,5,7,15,27,1.6296296296296295,0.15236173170508188,518,What we need is a buzzard.
37,4,9,14,27,1.6296296296296295,0.14270632235177425,518,Deserts in New York are small but efficient.
37,7,3,17,27,1.6296296296296295,0.17003559329204299,518,Now he's using the box we just have to work on the pants thing.
37,3,11,13,27,1.6296296296296295,0.13234837207221575,518,Should we mention that drinking fountain over there?
37,5,7,15,27,1.6296296296296295,0.15236173170508188,518,"Well, at least he buried it."
37,5,7,15,27,1.6296296296296295,0.15236173170508188,518,This situation calls for thinking outside the box.
37,5,7,15,27,1.6296296296296295,0.15236173170508188,518,He won't leave. It's rent stabilized.
45,5,8,16,29,1.6206896551724137,0.14395703641578778,518,I'm putting my money on the guy shipwrecked in the wading pool.
45,4,10,15,29,1.6206896551724137,0.13513169186547,518,He's got to start thinking outside the sandbox.
45,3,12,14,29,1.6206896551724137,0.12568818544012883,518,I was sure we had this sandbox reserved.
48,4,8,14,26,1.6153846153846154,0.14756404687116062,518,"Ok, he's almost ready, let's set up the lemonade stand."
48,5,6,15,26,1.6153846153846154,0.15764539639937847,518,He's looking for his offshore account.
48,4,8,14,26,1.6153846153846154,0.14756404687116062,518,It's post traumatic sandbox disorder. I had it in kindergarten.
51,4,6,13,23,1.608695652173913,0.16320808554990182,518,"It's small, but rent-controlled"
52,4,9,15,28,1.6071428571428572,0.13934166560380506,518,We're gonna need a bigger shovel.
52,4,9,15,28,1.6071428571428572,0.13934166560380506,518,He found this rental through Airbnb
